"";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct"
"Rulitos";"Astra";62;242,3;0,77;156,4;0,24;52;37;24;7;4;"1";"7";"0.134615384615385";"0.461538461538462";"0.112903225806452";"0.142857142857143";"Breach";21;129;0,62;93,6;0,11;8;16;10;1;3;"0";"1";"0.125";"1.25";"0.0476190476190476";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";142;167;0,58;117,4;0,25;80;116;21;19;19;"1";"20";"0.2375";"0.2625";"0.140845070422535";"0.05";"Cypher";24;119;0,5;93,6;0,33;9;19;6;2;2;"1";"3";"0.222222222222222";"0.666666666666667";"0.125";"0.333333333333333";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";15;197;0,47;124,3;0,23;9;15;0;2;1;"0";"5";"0.222222222222222";"0";"0.333333333333333";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";44;230,5;0,55;144,9;0,3;33;40;7;4;7;"0";"6";"0.121212121212121";"0.212121212121212";"0.136363636363636";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Saraya";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";31;243,5;0,45;169,4;0,21;21;28;2;3;4;"1";"8";"0.142857142857143";"0.0952380952380952";"0.258064516129032";"0.125";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";16;130;0,63;70,9;0,24;9;12;3;1;0;"0";"2";"0.111111111111111";"0.333333333333333";"0.125";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";23;121;0,52;80,1;0,27;9;20;5;1;2;"0";"3";"0.111111111111111";"0.555555555555556";"0.130434782608696";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Shiro";"Astra";70;219;0,7;150,6;0,26;56;49;20;2;3;"1";"13";"0.0357142857142857";"0.357142857142857";"0.185714285714286";"0.0769230769230769";"Breach";53;236,5;0,7;168,6;0,33;42;45;23;7;4;"0";"7";"0.166666666666667";"0.547619047619048";"0.132075471698113";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";336;225,5;0,76;146,7;0,26;285;208;48;50;23;"7";"47";"0.175438596491228";"0.168421052631579";"0.139880952380952";"0.148936170212766";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";19;267;0,79;155,7;0,19;20;13;6;0;3;"0";"3";"0";"0.3";"0.157894736842105";"0";"Jett";189;274,4;0,8;162;0,27;188;121;33;43;16;"4";"15";"0.228723404255319";"0.175531914893617";"0.0793650793650794";"0.266666666666667";"Kay/O";37;161,5;0,81;104,3;0,11;19;26;22;2;1;"1";"5";"0.105263157894737";"1.15789473684211";"0.135135135135135";"0.2";"Killjoy";23;236;0,57;156,4;0,15;18;19;6;2;5;"3";"3";"0.111111111111111";"0.333333333333333";"0.130434782608696";"1";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";42;172,5;0,76;112,5;0,18;25;31;14;3;2;"0";"6";"0.12";"0.56";"0.142857142857143";"0";"Phoenix";19;153;0,68;100,1;0,25;9;18;3;2;3;"0";"1";"0.222222222222222";"0.333333333333333";"0.0526315789473684";"0";"Raze";91;216,4;0,68;151;0,13;65;70;24;14;12;"2";"12";"0.215384615384615";"0.369230769230769";"0.131868131868132";"0.166666666666667";"Reyna";21;236;0,62;152,9;0,2;17;15;5;2;5;"0";"0";"0.117647058823529";"0.294117647058824";"0";"0";"Sage";22;261;0;168,2;0,15;20;15;19;2;0;"0";"1";"0.1";"0.95";"0.0454545454545455";"0";"Skye";22;147;0,68;96,1;0,18;10;16;8;2;1;"0";"1";"0.2";"0.8";"0.0454545454545455";"0";"Sova";2356;203,2;0,76;137;0,26;1619;1504;864;166;109;"51";"320";"0.102532427424336";"0.533662754786906";"0.135823429541596";"0.159375";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"shuuren";"Astra";43;194;0,79;133,5;0,19;29;22;16;5;2;"1";"4";"0.172413793103448";"0.551724137931034";"0.0930232558139535";"0.25";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";148;187,6;0,76;123,8;0,21;96;91;52;7;6;"4";"14";"0.0729166666666667";"0.541666666666667";"0.0945945945945946";"0.285714285714286";"Chamber";238;193,3;0,7;125,1;0,23;177;163;33;20;16;"1";"27";"0.112994350282486";"0.186440677966102";"0.113445378151261";"0.037037037037037";"Cypher";54;200,7;0,76;131,1;0,17;41;39;9;8;8;"0";"6";"0.195121951219512";"0.219512195121951";"0.111111111111111";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";67;108,8;0,54;72;0,16;26;58;12;8;12;"2";"6";"0.307692307692308";"0.461538461538462";"0.0895522388059701";"0.333333333333333";"Kay/O";61;195;0,75;117,5;0,17;41;42;30;6;6;"1";"4";"0.146341463414634";"0.731707317073171";"0.0655737704918033";"0.25";"Killjoy";41;160;0,63;100,4;0,16;23;30;8;3;5;"1";"8";"0.130434782608696";"0.347826086956522";"0.195121951219512";"0.125";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";119;187,4;0,68;117,8;0,24;78;87;30;4;10;"1";"14";"0.0512820512820513";"0.384615384615385";"0.117647058823529";"0.0714285714285714";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";20;174;0,6;102,8;0,06;13;14;2;2;3;"0";"1";"0.153846153846154";"0.153846153846154";"0.05";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";16;125;0,56;84,9;0,15;5;14;3;1;5;"0";"3";"0.2";"0.6";"0.1875";"0";"Viper";87;126;0,6;83,7;0,31;32;65;32;3;8;"2";"12";"0.09375";"1";"0.137931034482759";"0.166666666666667";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"solxiz";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";279;207,3;0,72;135,5;0,2;199;191;48;48;29;"8";"27";"0.241206030150754";"0.241206030150754";"0.0967741935483871";"0.296296296296296";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tayhihi";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";83;188,7;0,77;121,3;0,2;56;54;24;3;8;"2";"13";"0.0535714285714286";"0.428571428571429";"0.156626506024096";"0.153846153846154";"Brimstone";20;123;0,65;81,1;0,25;9;14;7;1;3;"0";"2";"0.111111111111111";"0.777777777777778";"0.1";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";20;187;0,55;116,4;0,38;14;15;2;0;2;"1";"5";"0";"0.142857142857143";"0.25";"0.2";"Fade";30;128;0,67;82,3;0,13;12;19;8;0;2;"0";"3";"0";"0.666666666666667";"0.1";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";94;186,5;0,7;128,2;0,2;58;67;43;6;8;"1";"7";"0.103448275862069";"0.741379310344828";"0.074468085106383";"0.142857142857143";"Killjoy";86;196;0,65;132,1;0,17;49;73;23;10;8;"1";"17";"0.204081632653061";"0.469387755102041";"0.197674418604651";"0.0588235294117647";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";14;228;0,57;139;0,42;11;14;3;0;1;"0";"3";"0";"0.272727272727273";"0.214285714285714";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";33;163;0,58;101,9;0,09;18;29;5;2;3;"0";"4";"0.111111111111111";"0.277777777777778";"0.121212121212121";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";130;167,7;0,78;104,8;0,21;77;80;59;13;11;"2";"10";"0.168831168831169";"0.766233766233766";"0.0769230769230769";"0.2";"Skye";247;167,6;0,77;107,3;0,16;144;156;66;17;22;"3";"30";"0.118055555555556";"0.458333333333333";"0.121457489878543";"0.1";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Trendy";"Astra";75;166;0,65;113,8;0,17;46;53;20;3;7;"2";"8";"0.0652173913043478";"0.434782608695652";"0.106666666666667";"0.25";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";65;182,7;0,58;131,9;0,23;37;48;20;3;7;"5";"13";"0.0810810810810811";"0.540540540540541";"0.2";"0.384615384615385";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Zaki";"Astra";29;197,5;0,9;117,9;0,18;22;9;13;3;2;"0";"1";"0.136363636363636";"0.590909090909091";"0.0344827586206897";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";40;201,5;0,65;119,2;0,25;24;31;10;2;5;"0";"7";"0.0833333333333333";"0.416666666666667";"0.175";"0";"Chamber";96;214,4;0,64;141,5;0,17;75;70;20;5;6;"2";"17";"0.0666666666666667";"0.266666666666667";"0.177083333333333";"0.117647058823529";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";72;163;0,76;102,8;0,26;42;47;31;1;3;"1";"9";"0.0238095238095238";"0.738095238095238";"0.125";"0.111111111111111";"Phoenix";18;173;0,61;117,6;0,18;10;15;2;0;1;"1";"5";"0";"0.2";"0.277777777777778";"0.2";"Raze";201;242,6;0,71;169,8;0,16;147;151;72;22;38;"1";"16";"0.149659863945578";"0.489795918367347";"0.0796019900497512";"0.0625";"Reyna";72;243,3;0,74;151,1;0,26;61;55;17;7;7;"2";"8";"0.114754098360656";"0.278688524590164";"0.111111111111111";"0.25";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";186;167,6;0,67;108,4;0,26;105;127;48;9;10;"5";"30";"0.0857142857142857";"0.457142857142857";"0.161290322580645";"0.166666666666667";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Zalirah";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";32;201;0,78;135,7;0,18;23;24;13;1;1;"1";"1";"0.0434782608695652";"0.565217391304348";"0.03125";"1";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";166;173,8;0,64;116,2;0,27;98;133;52;14;15;"1";"9";"0.142857142857143";"0.530612244897959";"0.0542168674698795";"0.111111111111111";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";33;221,5;0,73;134,5;0,24;30;21;8;5;4;"0";"1";"0.166666666666667";"0.266666666666667";"0.0303030303030303";"0";"Skye";80;199,3;0,69;135,3;0,26;55;52;38;10;11;"1";"5";"0.181818181818182";"0.690909090909091";"0.0625";"0.2";"Sova";311;193,7;0,71;131,2;0,27;208;236;85;29;36;"6";"22";"0.139423076923077";"0.408653846153846";"0.0707395498392283";"0.272727272727273";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"natuvm";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";15;149;0,53;95;0,19;7;14;1;0;1;"0";"2";"0";"0.142857142857143";"0.133333333333333";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";26;131;0,62;96,4;0,17;12;17;4;0;2;"0";"2";"0";"0.333333333333333";"0.0769230769230769";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";15;123;0,47;75,7;0,44;6;15;3;0;5;"0";"1";"0";"0.5";"0.0666666666666667";"0";"Jett";13;72;0,38;40,8;0;3;13;1;2;2;"0";"1";"0.666666666666667";"0.333333333333333";"0.0769230769230769";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";21;163;0,67;105,2;0,15;11;17;4;1;4;"0";"1";"0.0909090909090909";"0.363636363636364";"0.0476190476190476";"0";"Reyna";19;218;0,74;138,2;0,24;17;13;0;3;2;"0";"2";"0.176470588235294";"0";"0.105263157894737";"0";"Sage";68;152;0,66;99;0,29;38;46;22;5;5;"1";"6";"0.131578947368421";"0.578947368421053";"0.0882352941176471";"0.166666666666667";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";84;224,8;0,73;142;0,23;66;60;26;7;3;"2";"10";"0.106060606060606";"0.393939393939394";"0.119047619047619";"0.2";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lesni";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";333;208,2;0,65;140,7;0,24;246;235;58;64;48;"5";"36";"0.260162601626016";"0.235772357723577";"0.108108108108108";"0.138888888888889";"Cypher";160;159,1;0,64;108,5;0,25;89;121;27;16;19;"3";"20";"0.179775280898876";"0.303370786516854";"0.125";"0.15";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";39;189,5;0,62;123,1;0,21;25;29;6;4;4;"2";"6";"0.16";"0.24";"0.153846153846154";"0.333333333333333";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";19;242;0,63;151,9;0,33;16;9;3;3;2;"0";"1";"0.1875";"0.1875";"0.0526315789473684";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
