"";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct"
"bikkia";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";16;150;0,5;100,9;0,23;8;15;4;2;1;"1";"6";"0.25";"0.5";"0.375";"0.166666666666667";"Jett";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";34;137;0,5;92,3;0,19;17;32;7;2;9;"0";"2";"0.117647058823529";"0.411764705882353";"0.0588235294117647";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";27;113;0,56;75,1;0,33;10;27;5;2;6;"0";"1";"0.2";"0.5";"0.037037037037037";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";22;234;0,64;154,5;0,19;19;13;3;3;3;"1";"1";"0.157894736842105";"0.157894736842105";"0.0454545454545455";"1";"Sage";14;143;0,57;114,1;0,11;5;13;4;0;0;"0";"2";"0";"0.8";"0.142857142857143";"0";"Skye";55;128,7;0,55;94,9;0,16;25;48;22;1;7;"0";"6";"0.04";"0.88";"0.109090909090909";"0";"Sova";47;131,7;0,53;95;0,24;17;45;9;1;9;"0";"11";"0.0588235294117647";"0.529411764705882";"0.234042553191489";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Bizerra";"Astra";131;181,9;0,66;120,6;0,16;86;107;30;8;10;"3";"26";"0.0930232558139535";"0.348837209302326";"0.198473282442748";"0.115384615384615";"Breach";73;190,5;0,75;120;0,18;47;52;19;6;7;"0";"7";"0.127659574468085";"0.404255319148936";"0.0958904109589041";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";297;271,7;0,81;170,4;0,26;283;197;130;36;24;"1";"24";"0.127208480565371";"0.459363957597173";"0.0808080808080808";"0.0416666666666667";"Jett";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";105;198,2;0,81;133,3;0,22;72;85;52;11;4;"1";"10";"0.152777777777778";"0.722222222222222";"0.0952380952380952";"0.1";"Killjoy";13;246;0,92;163,5;0,25;11;4;4;1;0;"0";"0";"0.0909090909090909";"0.363636363636364";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";145;220,4;0,72;144,7;0,23;106;99;51;18;13;"2";"17";"0.169811320754717";"0.481132075471698";"0.117241379310345";"0.117647058823529";"Skye";395;241,5;0,74;158,8;0,24;332;275;129;33;33;"5";"34";"0.0993975903614458";"0.38855421686747";"0.0860759493670886";"0.147058823529412";"Sova";1824;241,7;0,76;165;0,23;1525;1188;620;198;139;"38";"214";"0.129836065573771";"0.40655737704918";"0.117324561403509";"0.177570093457944";"Viper";133;234;0,67;152,2;0,23;106;105;35;11;12;"4";"20";"0.10377358490566";"0.330188679245283";"0.150375939849624";"0.2";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Bizinha";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";69;204,3;0,74;139,2;0,25;52;45;19;1;2;"2";"10";"0.0192307692307692";"0.365384615384615";"0.144927536231884";"0.2";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";469;262,3;0,78;165,3;0,19;433;302;81;90;49;"9";"54";"0.207852193995381";"0.187066974595843";"0.115138592750533";"0.166666666666667";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";60;219,3;0,77;141,2;0,17;48;41;16;2;3;"1";"9";"0.0416666666666667";"0.333333333333333";"0.15";"0.111111111111111";"Jett";128;261,8;0,73;"168.8";0,21;113;92;30;33;21;"0";"7";"0.292035398230089";"0.265486725663717";"0.0546875";"0";"Kay/O";182;228,5;0,75;146,4;0,18;141;124;74;15;14;"2";"16";"0.106382978723404";"0.524822695035461";"0.0879120879120879";"0.125";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";17;107;0,59;79,8;0,21;5;17;2;1;5;"0";"0";"0.2";"0.4";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";18;198;0,67;119,3;0,18;12;17;5;2;3;"1";"4";"0.166666666666667";"0.416666666666667";"0.222222222222222";"0.25";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"blake";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";155;161;0,63;98,8;0,12;84;114;41;5;11;"2";"15";"0.0595238095238095";"0.488095238095238";"0.0967741935483871";"0.133333333333333";"Fade";17;141;0,53;81,4;0,35;9;14;3;0;2;"0";"2";"0";"0.333333333333333";"0.117647058823529";"0";"Jett";33;165,5;0;"85.7";0,24;17;30;4;6;10;"0";"0";"0.352941176470588";"0.235294117647059";"0";"0";"Kay/O";14;110;0,36;71,4;0,24;4;14;3;0;2;"0";"1";"0";"0.75";"0.0714285714285714";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";21;137;0;90;0,09;9;15;1;1;2;"0";"3";"0.111111111111111";"0.111111111111111";"0.142857142857143";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";14;257;0;154,1;0,16;11;13;4;1;4;"0";"2";"0.0909090909090909";"0.363636363636364";"0.142857142857143";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";63;152,3;0,52;93,4;0,24;35;49;12;5;3;"1";"12";"0.142857142857143";"0.342857142857143";"0.19047619047619";"0.0833333333333333";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"blu";"Astra";74;150;0,68;106,1;0,25;41;60;26;4;9;"0";"11";"0.0975609756097561";"0.634146341463415";"0.148648648648649";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";13;88;0,31;65,2;0,2;2;13;3;0;0;"0";"5";"0";"1.5";"0.384615384615385";"0";"Chamber";82;223,8;0,6;139,7;0,26;63;55;7;13;8;"0";"7";"0.206349206349206";"0.111111111111111";"0.0853658536585366";"0";"Cypher";906;174,6;0,64;118,5;0,25;570;677;186;74;108;"8";"89";"0.129824561403509";"0.326315789473684";"0.098233995584989";"0.0898876404494382";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";13;80;0,46;58,7;0,23;3;13;4;0;1;"0";"1";"0";"1.33333333333333";"0.0769230769230769";"0";"Killjoy";1369;194,1;0,71;126,4;0,18;927;934;273;132;142;"23";"160";"0.142394822006472";"0.294498381877023";"0.116873630387144";"0.14375";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";97;161,6;0,69;99,4;0,2;53;78;31;7;10;"2";"12";"0.132075471698113";"0.584905660377358";"0.123711340206186";"0.166666666666667";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";13;122;0,46;86,4;0,23;4;12;2;0;1;"0";"2";"0";"0.5";"0.153846153846154";"0";"Sage";589;184,5;0,66;117,1;0,24;374;419;212;53;61;"8";"38";"0.141711229946524";"0.566844919786096";"0.0645161290322581";"0.210526315789474";"Skye";155;167;0,66;111,7;0,24;87;119;46;14;21;"1";"16";"0.160919540229885";"0.528735632183908";"0.103225806451613";"0.0625";"Sova";110;157,2;0,7;105;0,27;57;77;30;7;8;"2";"9";"0.12280701754386";"0.526315789473684";"0.0818181818181818";"0.222222222222222";"Viper";396;183,1;0,65;118,9;0,2;245;300;104;38;55;"6";"41";"0.155102040816327";"0.424489795918367";"0.103535353535354";"0.146341463414634";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"boo";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";17;114;0;66;0,25;6;16;1;0;0;"0";"4";"0";"0.166666666666667";"0.235294117647059";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";16;58;0;49,7;0,28;1;15;3;0;0;"0";"2";"0";"3";"0.125";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";125;179,3;0,57;126,5;0,19;77;103;28;8;12;"1";"21";"0.103896103896104";"0.363636363636364";"0.168";"0.0476190476190476";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"brendinha";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";150;173,3;0,63;"123.4";0,16;81;125;35;21;30;"1";"12";"0.259259259259259";"0.432098765432099";"0.08";"0.0833333333333333";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";53;136,3;0,57;86,4;0,16;21;48;4;6;8;"0";"1";"0.285714285714286";"0.19047619047619";"0.0188679245283019";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";73;221,5;0,67;149,8;0,17;48;59;23;12;9;"1";"7";"0.25";"0.479166666666667";"0.0958904109589041";"0.142857142857143";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"bstrdd";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";60;258;0,73;160,4;0,31;57;42;9;11;10;"1";"7";"0.192982456140351";"0.157894736842105";"0.116666666666667";"0.142857142857143";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";2517;288,6;0,73;"177.9";0,29;2547;1718;436;592;369;"23";"129";"0.232430310168826";"0.171181782489203";"0.0512514898688915";"0.178294573643411";"Kay/O";241;244,1;0,76;149,9;0,27;200;164;102;31;18;"4";"16";"0.155";"0.51";"0.0663900414937759";"0.25";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";53;261,7;0,81;173;0,28;49;43;9;9;4;"1";"5";"0.183673469387755";"0.183673469387755";"0.0943396226415094";"0.2";"Omen";71;216,5;0,72;132,6;0,29;58;62;11;11;10;"2";"16";"0.189655172413793";"0.189655172413793";"0.225352112676056";"0.125";"Phoenix";306;281,9;0,76;167,1;0,29;300;207;89;52;28;"3";"17";"0.173333333333333";"0.296666666666667";"0.0555555555555556";"0.176470588235294";"Raze";862;272;0,74;174,7;0,23;802;590;198;150;99;"8";"40";"0.187032418952618";"0.246882793017456";"0.0464037122969838";"0.2";"Reyna";243;315,2;0,77;185,6;0,33;281;156;53;52;31;"1";"14";"0.185053380782918";"0.188612099644128";"0.0576131687242798";"0.0714285714285714";"Sage";44;187;0,68;111,5;0,25;30;30;12;4;6;"0";"1";"0.133333333333333";"0.4";"0.0227272727272727";"0";"Skye";434;262,7;0,77;165,5;0,3;423;269;114;52;31;"8";"35";"0.122931442080378";"0.269503546099291";"0.0806451612903226";"0.228571428571429";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"bubu";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";1078;237,3;0,66;"146";0,27;887;860;149;235;189;"10";"81";"0.264937993235626";"0.167981961668546";"0.075139146567718";"0.123456790123457";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";58;255;0,62;157,9;0,29;50;39;11;11;13;"0";"1";"0.22";"0.22";"0.0172413793103448";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";153;250,3;0,7;171,3;0,27;128;117;32;28;24;"4";"10";"0.21875";"0.25";"0.065359477124183";"0.4";"Reyna";113;209,6;0,45;136,8;0,15;84;83;27;12;18;"2";"9";"0.142857142857143";"0.321428571428571";"0.079646017699115";"0.222222222222222";"Sage";59;167;0,59;120,9;0,17;31;48;21;2;10;"1";"6";"0.0645161290322581";"0.67741935483871";"0.101694915254237";"0.166666666666667";"Skye";22;278;0,82;179,7;0,44;23;14;7;3;1;"1";"4";"0.130434782608696";"0.304347826086957";"0.181818181818182";"0.25";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"campolina";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";59;208,3;0,73;129,4;0,2;43;34;18;4;4;"0";"5";"0.0930232558139535";"0.418604651162791";"0.0847457627118644";"0";"Brimstone";26;178;0,65;121,3;0,22;15;17;3;1;3;"2";"5";"0.0666666666666667";"0.2";"0.192307692307692";"0.4";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";15;204;0,6;122,1;0,18;10;13;4;1;5;"0";"5";"0.1";"0.4";"0.333333333333333";"0";"Jett";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";50;168;0,68;99,2;0,16;29;35;14;2;2;"2";"9";"0.0689655172413793";"0.482758620689655";"0.18";"0.222222222222222";"Killjoy";57;207,7;0,61;132,7;0,18;38;47;9;4;3;"3";"11";"0.105263157894737";"0.236842105263158";"0.192982456140351";"0.272727272727273";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";40;168,5;0,65;118,2;0,26;21;33;13;3;1;"1";"7";"0.142857142857143";"0.619047619047619";"0.175";"0.142857142857143";"Skye";44;189,5;0,7;117,1;0,25;30;34;5;5;0;"0";"6";"0.166666666666667";"0.166666666666667";"0.136363636363636";"0";"Sova";77;162,5;0,71;111,4;0,17;39;47;30;1;2;"1";"10";"0.0256410256410256";"0.769230769230769";"0.12987012987013";"0.1";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Caos";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";16;109;0,44;70,9;0,26;6;16;3;0;1;"0";"5";"0";"0.5";"0.3125";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";13;65;0,38;46,4;0,18;3;13;0;0;3;"0";"1";"0";"0";"0.0769230769230769";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";23;175;0,83;112;0,29;15;16;5;2;1;"0";"3";"0.133333333333333";"0.333333333333333";"0.130434782608696";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";14;106;0,36;79,1;0,38;5;13;1;1;0;"0";"2";"0.2";"0.2";"0.142857142857143";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
