"";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct"
"SpAmZeE";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";70;151,8;0,57;95,8;0,18;35;51;31;6;6;"1";"5";"0.171428571428571";"0.885714285714286";"0.0714285714285714";"0.2";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";65;208;0,78;135,2;0,28;45;45;22;7;8;"0";"5";"0.155555555555556";"0.488888888888889";"0.0769230769230769";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";117;125,9;0,55;92,1;0,17;46;96;37;3;24;"2";"16";"0.0652173913043478";"0.804347826086957";"0.136752136752137";"0.125";"Viper";15;106;0,4;70;0,24;5;14;1;0;3;"0";"1";"0";"0.2";"0.0666666666666667";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"spite";"Astra";167;185;0,75;120;0,27;114;109;51;13;12;"2";"18";"0.114035087719298";"0.447368421052632";"0.107784431137725";"0.111111111111111";"Breach";71;118,5;0,54;83,1;0,32;32;62;11;4;11;"0";"5";"0.125";"0.34375";"0.0704225352112676";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";94;197,3;0,68;136,4;0,26;64;68;18;12;5;"3";"13";"0.1875";"0.28125";"0.138297872340426";"0.230769230769231";"Cypher";13;61;0,23;42,6;0,3;2;13;1;0;0;"0";"6";"0";"0.5";"0.461538461538462";"0";"Fade";20;115;0,65;63,8;0,33;9;16;2;1;1;"0";"4";"0.111111111111111";"0.222222222222222";"0.2";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";22;157;0,73;107,3;0,27;11;15;9;1;2;"0";"2";"0.0909090909090909";"0.818181818181818";"0.0909090909090909";"0";"Killjoy";21;236;0,76;141,1;0,25;17;16;4;1;0;"1";"5";"0.0588235294117647";"0.235294117647059";"0.238095238095238";"0.2";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";704;181,9;0,72;119,5;0,27;471;499;209;38;45;"18";"122";"0.0806794055201698";"0.443736730360934";"0.173295454545455";"0.147540983606557";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";101;168,5;0,67;112,2;0,33;58;80;31;8;15;"2";"11";"0.137931034482759";"0.53448275862069";"0.108910891089109";"0.181818181818182";"Skye";23;133;0,65;87,4;0,28;10;19;5;2;5;"0";"0";"0.2";"0.5";"0";"0";"Sova";193;166,2;0,7;114,7;0,26;114;135;49;8;11;"1";"22";"0.0701754385964912";"0.429824561403509";"0.113989637305699";"0.0454545454545455";"Viper";450;190,3;0,69;128,3;0,28;290;327;128;33;51;"9";"56";"0.113793103448276";"0.441379310344828";"0.124444444444444";"0.160714285714286";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Splatt";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";72;189,3;0,67;120,6;0,21;49;53;16;6;7;"2";"15";"0.122448979591837";"0.326530612244898";"0.208333333333333";"0.133333333333333";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";128;210,7;0,62;135,1;0,27;97;97;16;7;12;"4";"31";"0.0721649484536082";"0.164948453608247";"0.2421875";"0.129032258064516";"Cypher";48;189;0,71;131,1;0,14;29;37;9;3;7;"0";"9";"0.103448275862069";"0.310344827586207";"0.1875";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";15;112;0,33;74,9;0,24;5;15;2;0;3;"0";"0";"0";"0.4";"0";"0";"Kay/O";74;189,7;0,69;141,2;0,14;47;55;35;7;9;"0";"7";"0.148936170212766";"0.74468085106383";"0.0945945945945946";"0";"Killjoy";33;159;0,7;106,5;0,09;16;22;7;0;1;"0";"4";"0";"0.4375";"0.121212121212121";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";18;146;0,5;88,8;0,12;8;17;5;1;1;"0";"5";"0.125";"0.625";"0.277777777777778";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";52;202,3;0,67;132,9;0,2;39;42;17;2;9;"1";"5";"0.0512820512820513";"0.435897435897436";"0.0961538461538462";"0.2";"Sova";21;150;0,57;95,7;0,31;11;15;2;2;3;"1";"2";"0.181818181818182";"0.181818181818182";"0.0952380952380952";"0.5";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Starlight";"Astra";1535;179,9;0,71;115,7;0,23;1012;1027;423;81;98;"40";"194";"0.0800395256916996";"0.41798418972332";"0.126384364820847";"0.206185567010309";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";307;169,7;0,68;106,5;0,25;173;215;106;27;23;"5";"22";"0.15606936416185";"0.61271676300578";"0.0716612377850163";"0.227272727272727";"Chamber";23;204;0,78;113,4;0,24;17;16;3;4;2;"0";"1";"0.235294117647059";"0.176470588235294";"0.0434782608695652";"0";"Cypher";307;163,3;0,69;110,4;0,23;179;212;52;20;24;"7";"39";"0.111731843575419";"0.290502793296089";"0.127035830618893";"0.179487179487179";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";94;203,2;0,74;126,7;0,23;65;58;14;6;6;"4";"13";"0.0923076923076923";"0.215384615384615";"0.138297872340426";"0.307692307692308";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";612;155,5;0,66;103,7;0,23;350;464;161;38;54;"6";"67";"0.108571428571429";"0.46";"0.109477124183007";"0.0895522388059701";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";500;143,1;0,7;90,6;0,22;265;321;165;19;47;"10";"43";"0.0716981132075472";"0.622641509433962";"0.086";"0.232558139534884";"Skye";218;155,8;0,69;103;0,2;125;140;58;12;16;"3";"20";"0.096";"0.464";"0.0917431192660551";"0.15";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";416;176,2;0,67;112,3;0,23;255;308;94;39;58;"10";"44";"0.152941176470588";"0.368627450980392";"0.105769230769231";"0.227272727272727";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"starriebun";"Astra";1589;189,1;0,72;125,5;0,24;1050;1073;560;98;114;"39";"223";"0.0933333333333333";"0.533333333333333";"0.140339836375079";"0.174887892376682";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";115;187;0,65;134,4;0,24;72;89;37;4;9;"4";"27";"0.0555555555555556";"0.513888888888889";"0.234782608695652";"0.148148148148148";"Chamber";77;196,3;0,66;124,5;0,15;53;58;14;10;7;"3";"13";"0.188679245283019";"0.264150943396226";"0.168831168831169";"0.230769230769231";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";18;283;0,72;154,2;0,28;17;15;3;1;3;"0";"3";"0.0588235294117647";"0.176470588235294";"0.166666666666667";"0";"Kay/O";32;188,5;0,72;122,7;0,21;21;21;10;0;1;"0";"2";"0";"0.476190476190476";"0.0625";"0";"Killjoy";117;202,8;0,7;137,8;0,14;77;92;30;7;11;"1";"12";"0.0909090909090909";"0.38961038961039";"0.102564102564103";"0.0833333333333333";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";596;204;0,72;127,3;0,24;433;418;191;38;55;"8";"68";"0.0877598152424942";"0.441108545034642";"0.114093959731544";"0.117647058823529";"Phoenix";183;261,9;0,78;159,5;0,19;161;122;61;27;23;"1";"7";"0.167701863354037";"0.37888198757764";"0.0382513661202186";"0.142857142857143";"Raze";308;263,2;0,83;168,6;0,16;289;185;88;40;30;"3";"23";"0.13840830449827";"0.304498269896194";"0.0746753246753247";"0.130434782608696";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";189;189,2;0,7;120,2;0,23;124;139;50;21;20;"4";"14";"0.169354838709677";"0.403225806451613";"0.0740740740740741";"0.285714285714286";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";440;187,5;0,71;130;0,21;276;313;133;31;31;"6";"66";"0.11231884057971";"0.481884057971014";"0.15";"0.0909090909090909";"Viper";326;184,4;0,7;126,6;0,27;208;229;85;17;26;"9";"48";"0.0817307692307692";"0.408653846153846";"0.147239263803681";"0.1875";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Starryy";"Astra";686;180,7;0,68;119,5;0,18;437;508;186;38;68;"15";"81";"0.0869565217391304";"0.425629290617849";"0.118075801749271";"0.185185185185185";"Breach";108;177,2;0,67;114,9;0,21;65;87;29;11;17;"1";"10";"0.169230769230769";"0.446153846153846";"0.0925925925925926";"0.1";"Brimstone";352;198,4;0,7;133,2;0,2;236;242;149;33;38;"3";"30";"0.139830508474576";"0.63135593220339";"0.0852272727272727";"0.1";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";66;194;0,74;139,7;0,21;42;49;27;5;8;"2";"3";"0.119047619047619";"0.642857142857143";"0.0454545454545455";"0.666666666666667";"Killjoy";15;159;0,47;116;0,2;7;12;0;0;4;"0";"1";"0";"0";"0.0666666666666667";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";650;199,9;0,71;128,8;0,21;453;449;201;61;66;"11";"60";"0.134657836644592";"0.443708609271523";"0.0923076923076923";"0.183333333333333";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";243;201,2;0,74;129,6;0,18;167;183;77;19;38;"2";"22";"0.11377245508982";"0.461077844311377";"0.0905349794238683";"0.0909090909090909";"Skye";17;135;0,59;91,7;0,21;7;16;6;1;3;"0";"2";"0.142857142857143";"0.857142857142857";"0.117647058823529";"0";"Sova";742;196,9;0,71;136,5;0,18;492;516;247;56;61;"11";"75";"0.113821138211382";"0.502032520325203";"0.101078167115903";"0.146666666666667";"Viper";296;191,1;0,68;123;0,22;188;213;87;16;25;"7";"40";"0.0851063829787234";"0.462765957446808";"0.135135135135135";"0.175";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"SteYuj";"Astra";19;123;0,47;85,5;0,25;8;13;2;0;1;"1";"7";"0";"0.25";"0.368421052631579";"0.142857142857143";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";14;170;0,43;120,7;0,26;7;13;2;1;0;"0";"4";"0.142857142857143";"0.285714285714286";"0.285714285714286";"0";"Fade";16;125;0,44;81,1;0,19;6;15;1;0;2;"0";"6";"0";"0.166666666666667";"0.375";"0";"Jett";18;111;0,56;75,7;0,21;8;15;3;0;4;"0";"0";"0";"0.375";"0";"0";"Kay/O";35;149,5;0,6;92,8;0,18;16;32;16;2;3;"1";"10";"0.125";"1";"0.285714285714286";"0.1";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";728;171,9;0,62;116,1;0,14;396;590;165;57;99;"4";"63";"0.143939393939394";"0.416666666666667";"0.0865384615384615";"0.0634920634920635";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";49;138,3;0,67;92,4;0,17;24;39;15;4;8;"0";"5";"0.166666666666667";"0.625";"0.102040816326531";"0";"Skye";23;180;0,74;116,3;0,11;15;15;6;0;2;"0";"1";"0";"0.4";"0.0434782608695652";"0";"Sova";225;200,3;0,65;135,2;0,29;160;167;53;12;11;"2";"38";"0.075";"0.33125";"0.168888888888889";"0.0526315789473684";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"suwa";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";19;107;0,37;67,8;0,1;5;18;2;2;4;"0";"2";"0.4";"0.4";"0.105263157894737";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";34;147;0,47;98,2;0,18;14;29;4;1;7;"0";"2";"0.0714285714285714";"0.285714285714286";"0.0588235294117647";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"swg";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";164;173,9;0,66;110,5;0,17;96;124;55;17;21;"4";"19";"0.177083333333333";"0.572916666666667";"0.115853658536585";"0.210526315789474";"Chamber";24;113;0,71;82,2;0,21;11;12;3;0;1;"2";"4";"0";"0.272727272727273";"0.166666666666667";"0.5";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";90;145,2;0,57;96,5;0,11;40;77;18;8;10;"0";"14";"0.2";"0.45";"0.155555555555556";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";44;172,5;0,57;121,9;0,16;24;37;14;1;7;"0";"12";"0.0416666666666667";"0.583333333333333";"0.272727272727273";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"syn";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";40;191,5;0;140,9;0,21;24;30;13;3;2;"0";"6";"0.125";"0.541666666666667";"0.15";"0";"Brimstone";114;188,6;0,74;130,3;0,34;74;82;49;5;9;"1";"10";"0.0675675675675676";"0.662162162162162";"0.087719298245614";"0.1";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";16;215;0,75;130,8;0,23;11;15;2;3;2;"0";"3";"0.272727272727273";"0.181818181818182";"0.1875";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";43;224;0,74;143,5;0,29;32;34;17;4;2;"1";"2";"0.125";"0.53125";"0.0465116279069767";"0.5";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";15;289;0,73;188,9;0,3;17;7;2;2;1;"1";"2";"0.117647058823529";"0.117647058823529";"0.133333333333333";"0.5";"Sage";168;217,1;0,78;136;0,22;133;126;56;8;18;"2";"17";"0.0601503759398496";"0.421052631578947";"0.101190476190476";"0.117647058823529";"Skye";62;171,7;0,69;108,5;0,24;38;45;16;7;11;"1";"9";"0.184210526315789";"0.421052631578947";"0.145161290322581";"0.111111111111111";"Sova";22;120;0,5;88,4;0,22;6;16;7;0;2;"1";"2";"0";"1.16666666666667";"0.0909090909090909";"0.5";"Viper";58;185,3;0,69;117;0,22;41;45;10;4;3;"1";"8";"0.0975609756097561";"0.24390243902439";"0.137931034482759";"0.125";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Tailo";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";74;192,3;0,64;131,6;0,16;43;62;20;9;6;"0";"7";"0.209302325581395";"0.465116279069767";"0.0945945945945946";"0";"Chamber";47;160,5;0,6;104,8;0,3;31;33;1;5;3;"0";"4";"0.161290322580645";"0.032258064516129";"0.0851063829787234";"0";"Cypher";45;165,5;0,64;117,4;0,18;27;30;2;1;4;"2";"8";"0.037037037037037";"0.0740740740740741";"0.177777777777778";"0.25";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";269;175,9;0,66;113,2;0,21;174;195;72;20;26;"5";"33";"0.114942528735632";"0.413793103448276";"0.122676579925651";"0.151515151515152";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";19;133;0,58;99;0,18;7;15;3;1;5;"0";"2";"0.142857142857143";"0.428571428571429";"0.105263157894737";"0";"Viper";503;152,7;0,66;107,8;0,21;262;359;167;21;47;"9";"68";"0.0801526717557252";"0.637404580152672";"0.135188866799205";"0.132352941176471";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
