"";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct"
"BuZz";"Astra";159;191,1;0,76;125,4;0,32;113;101;62;8;13;"5";"23";"0.0707964601769911";"0.548672566371681";"0.144654088050314";"0.217391304347826";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";65;180,3;0,71;128,8;0,36;35;48;23;4;5;"2";"11";"0.114285714285714";"0.657142857142857";"0.169230769230769";"0.181818181818182";"Chamber";930;247;0,75;157,1;0,25;825;561;164;145;93;"15";"97";"0.175757575757576";"0.198787878787879";"0.104301075268817";"0.154639175257732";"Cypher";37;249;0,69;156,3;0,42;34;20;5;3;5;"2";"8";"0.0882352941176471";"0.147058823529412";"0.216216216216216";"0.25";"Fade";44;249;0,89;166,7;0,33;39;26;18;4;0;"0";"4";"0.102564102564103";"0.461538461538462";"0.0909090909090909";"0";"Jett";2515;247,8;0,71;"148.6";0,24;2166;1749;432;524;407;"40";"176";"0.241920590951062";"0.199445983379501";"0.0699801192842942";"0.227272727272727";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";345;251,6;0,78;166,3;0,24;301;216;73;43;23;"7";"26";"0.142857142857143";"0.242524916943522";"0.0753623188405797";"0.269230769230769";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";483;213,8;0,73;133,4;0,25;364;319;145;40;51;"3";"34";"0.10989010989011";"0.398351648351648";"0.0703933747412008";"0.0882352941176471";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";268;301,7;0,78;174,8;0,21;265;181;58;57;36;"0";"15";"0.215094339622642";"0.218867924528302";"0.0559701492537313";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Foxy9";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";20;166;0,7;105,8;0,2;10;15;11;2;2;"0";"0";"0.2";"1.1";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";20;182;0,55;119,8;0,03;13;14;4;3;2;"0";"2";"0.230769230769231";"0.307692307692308";"0.1";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";757;269,8;0,72;"164.8";0,26;717;571;122;184;122;"9";"61";"0.256624825662483";"0.170153417015342";"0.0805812417437252";"0.147540983606557";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";154;235,1;0,69;158,7;0,24;125;118;25;22;24;"1";"11";"0.176";"0.2";"0.0714285714285714";"0.0909090909090909";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";24;369;0,71;234,8;0,44;29;22;11;2;3;"0";"1";"0.0689655172413793";"0.379310344827586";"0.0416666666666667";"0";"Skye";19;125;0,68;71,9;0,31;8;16;5;2;3;"0";"1";"0.25";"0.625";"0.0526315789473684";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Meteor";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";423;270,6;0,75;170,1;0,26;418;274;66;93;40;"9";"54";"0.222488038277512";"0.157894736842105";"0.127659574468085";"0.166666666666667";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";1665;257,2;0,72;"157.7";0,23;1471;1217;311;375;271;"20";"101";"0.254928619986404";"0.211420802175391";"0.0606606606606607";"0.198019801980198";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";78;241,8;0,6;154,5;0,26;65;62;12;20;15;"0";"6";"0.307692307692308";"0.184615384615385";"0.0769230769230769";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";18;197;0,67;132,7;0,24;11;14;2;4;3;"0";"2";"0.363636363636364";"0.181818181818182";"0.111111111111111";"0";"Raze";131;257,8;0,7;159,5;0,18;114;105;27;16;18;"1";"9";"0.140350877192982";"0.236842105263158";"0.0687022900763359";"0.111111111111111";"Reyna";17;292;0,59;187,7;0,24;16;14;1;2;5;"0";"1";"0.125";"0.0625";"0.0588235294117647";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"k1Ng";"Astra";38;105,5;0,61;89,2;0,37;16;26;13;0;2;"0";"3";"0";"0.8125";"0.0789473684210526";"0";"Breach";21;94;0,52;70,7;0,3;5;16;7;0;3;"1";"3";"0";"1.4";"0.142857142857143";"0.333333333333333";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";16;325;0,88;205,5;0,34;20;8;1;4;0;"1";"2";"0.2";"0.05";"0.125";"0.5";"Cypher";2090;216,8;0,75;134,3;0,3;1611;1244;490;222;160;"41";"179";"0.13780260707635";"0.304158907510863";"0.0856459330143541";"0.229050279329609";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";32;231,5;0,72;"130.6";0,25;25;23;6;6;6;"1";"6";"0.24";"0.24";"0.1875";"0.166666666666667";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";1766;218,2;0,76;142,8;0,26;1339;1024;310;159;129;"23";"164";"0.118745332337565";"0.231516056758775";"0.0928652321630804";"0.140243902439024";"Neon";126;214,3;0,7;136,3;0,25;93;97;31;11;20;"1";"4";"0.118279569892473";"0.333333333333333";"0.0317460317460317";"0.25";"Omen";16;159;0,63;100;0,19;9;13;4;1;3;"1";"4";"0.111111111111111";"0.444444444444444";"0.25";"0.25";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";598;253,4;0,71;164,9;0,19;507;444;135;87;83;"2";"43";"0.171597633136095";"0.266272189349112";"0.0719063545150502";"0.0465116279069767";"Reyna";17;327;0,71;200,1;0,14;20;10;2;4;2;"2";"2";"0.2";"0.1";"0.117647058823529";"1";"Sage";264;212,4;0,75;135;0,24;209;186;92;35;38;"2";"13";"0.167464114832536";"0.440191387559809";"0.0492424242424242";"0.153846153846154";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";1409;229,2;0,77;154,5;0,22;1118;869;527;106;63;"34";"169";"0.0948121645796064";"0.471377459749553";"0.119943222143364";"0.201183431952663";"Viper";365;210,3;0,76;134,2;0,29;256;216;101;30;39;"10";"42";"0.1171875";"0.39453125";"0.115068493150685";"0.238095238095238";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"TS";"Astra";570;200,8;0,78;128,5;0,23;423;342;213;53;39;"20";"83";"0.125295508274232";"0.50354609929078";"0.145614035087719";"0.240963855421687";"Breach";78;215;0,73;137,6;0,27;54;61;26;9;7;"1";"8";"0.166666666666667";"0.481481481481481";"0.102564102564103";"0.125";"Brimstone";57;231,7;0,74;159,3;0,16;45;43;20;2;2;"2";"16";"0.0444444444444444";"0.444444444444444";"0.280701754385965";"0.125";"Chamber";73;224;0,67;163,6;0,29;59;53;11;11;11;"0";"6";"0.186440677966102";"0.186440677966102";"0.0821917808219178";"0";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";160;196,3;0,77;121,3;0,25;112;99;60;12;13;"2";"11";"0.107142857142857";"0.535714285714286";"0.06875";"0.181818181818182";"Jett";980;235;0,93;"139.3";0,19;788;683;170;201;150;"18";"84";"0.25507614213198";"0.215736040609137";"0.0857142857142857";"0.214285714285714";"Kay/O";16;174;0,88;93,9;0,24;11;10;10;1;2;"0";"0";"0.0909090909090909";"0.909090909090909";"0";"0";"Killjoy";16;195;0,63;131,3;0,24;9;16;3;4;2;"0";"1";"0.444444444444444";"0.333333333333333";"0.0625";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";301;224,9;0,76;137,9;0,24;230;211;87;40;22;"7";"34";"0.173913043478261";"0.378260869565217";"0.112956810631229";"0.205882352941176";"Phoenix";21;225;0,62;164,6;0,27;15;16;3;2;3;"0";"4";"0.133333333333333";"0.2";"0.19047619047619";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";97;195,8;0;116,4;0,18;63;64;44;7;4;"1";"9";"0.111111111111111";"0.698412698412698";"0.0927835051546392";"0.111111111111111";"Skye";251;189,5;0,79;120,8;0,27;176;159;64;21;23;"2";"16";"0.119318181818182";"0.363636363636364";"0.0637450199203187";"0.125";"Sova";1037;204,1;0,79;135;0,22;718;579;396;78;57;"12";"118";"0.108635097493036";"0.551532033426184";"0.113789778206365";"0.101694915254237";"Viper";264;215,4;0,79;142,4;0,19;201;164;95;22;19;"5";"27";"0.109452736318408";"0.472636815920398";"0.102272727272727";"0.185185185185185";"Yoru";23;232;0,74;153;0,27;20;12;4;3;1;"1";"2";"0.15";"0.2";"0.0869565217391304";"0.5"
"Secret";"Astra";23;191;0,7;130,6;0,11;13;17;6;1;1;"0";"5";"0.0769230769230769";"0.461538461538462";"0.217391304347826";"0";"Breach";483;186,1;0,74;117,2;0,18;301;309;169;47;49;"4";"34";"0.156146179401993";"0.561461794019934";"0.0703933747412008";"0.117647058823529";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";313;158;0,67;103,9;0,16;165;211;84;28;28;"11";"44";"0.16969696969697";"0.509090909090909";"0.140575079872204";"0.25";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";277;214,6;0,75;139,8;0,21;197;194;127;42;27;"2";"17";"0.213197969543147";"0.644670050761421";"0.0613718411552347";"0.117647058823529";"Killjoy";266;177,5;0,7;118,5;0,16;148;185;67;24;27;"5";"33";"0.162162162162162";"0.452702702702703";"0.12406015037594";"0.151515151515152";"Neon";104;290,2;0,68;175,5;0,17;103;85;25;9;15;"0";"13";"0.087378640776699";"0.242718446601942";"0.125";"0";"Omen";230;195;0,7;113;0,18;147;145;54;21;19;"3";"14";"0.142857142857143";"0.36734693877551";"0.0608695652173913";"0.214285714285714";"Phoenix";182;216,9;0;133,4;0,2;130;140;37;29;26;"3";"17";"0.223076923076923";"0.284615384615385";"0.0934065934065934";"0.176470588235294";"Raze";519;225,9;0,73;146,7;0,17;381;373;132;70;64;"6";"45";"0.183727034120735";"0.346456692913386";"0.0867052023121387";"0.133333333333333";"Reyna";32;254,5;0,81;132,3;0,21;31;16;5;4;5;"1";"3";"0.129032258064516";"0.161290322580645";"0.09375";"0.333333333333333";"Sage";18;273;0,56;192,7;0,2;15;16;5;1;1;"1";"5";"0.0666666666666667";"0.333333333333333";"0.277777777777778";"0.2";"Skye";689;187,1;0,72;119,1;0,2;446;461;240;53;68;"8";"54";"0.118834080717489";"0.538116591928251";"0.0783744557329463";"0.148148148148148";"Sova";113;185;0,63;132,7;0,17;65;85;27;6;7;"2";"19";"0.0923076923076923";"0.415384615384615";"0.168141592920354";"0.105263157894737";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";80;215,7;0,7;135,4;0,16;59;62;26;9;7;"3";"13";"0.152542372881356";"0.440677966101695";"0.1625";"0.230769230769231"
"eKo";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";159;182;0,76;119,8;0,21;106;101;71;7;8;"4";"20";"0.0660377358490566";"0.669811320754717";"0.125786163522013";"0.2";"Brimstone";123;197,2;0;125,7;0,31;78;80;42;12;8;"0";"4";"0.153846153846154";"0.538461538461538";"0.032520325203252";"0";"Chamber";77;230,3;0,7;141;0,22;59;55;17;15;14;"3";"10";"0.254237288135593";"0.288135593220339";"0.12987012987013";"0.3";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";268;192;0,76;125,6;0,28;174;172;105;17;23;"5";"29";"0.0977011494252874";"0.603448275862069";"0.108208955223881";"0.172413793103448";"Jett";175;250,1;0,78;"144.6";0,19;150;119;38;31;28;"3";"11";"0.206666666666667";"0.253333333333333";"0.0628571428571429";"0.272727272727273";"Kay/O";57;177;0,72;108,1;0,16;35;46;27;4;3;"1";"5";"0.114285714285714";"0.771428571428571";"0.087719298245614";"0.2";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";529;212,2;0,7;130,1;0,21;376;372;150;56;38;"10";"69";"0.148936170212766";"0.398936170212766";"0.130434782608696";"0.144927536231884";"Phoenix";44;227;0;145,4;0,2;33;37;10;9;7;"0";"3";"0.272727272727273";"0.303030303030303";"0.0681818181818182";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";64;190;0;117,3;0,2;43;47;11;5;7;"1";"6";"0.116279069767442";"0.255813953488372";"0.09375";"0.166666666666667";"Sage";40;203,5;0,7;128,3;0,18;28;28;12;3;4;"2";"5";"0.107142857142857";"0.428571428571429";"0.125";"0.4";"Skye";112;188,6;0,66;120,1;0,2;71;86;30;9;10;"1";"11";"0.126760563380282";"0.422535211267606";"0.0982142857142857";"0.0909090909090909";"Sova";1653;211,3;0,78;134,2;0,22;1209;1035;575;116;91;"42";"199";"0.0959470636889992";"0.475599669148056";"0.120387174833636";"0.21105527638191";"Viper";40;212,5;0,8;138,8;0,2;30;23;13;3;5;"0";"4";"0.1";"0.433333333333333";"0.1";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"iNTRO";"Astra";21;278;0,81;163,2;0,4;24;9;5;2;1;"1";"4";"0.0833333333333333";"0.208333333333333";"0.19047619047619";"0.25";"Breach";351;210,6;0,73;137,8;0,31;273;238;115;25;25;"6";"49";"0.0915750915750916";"0.421245421245421";"0.13960113960114";"0.122448979591837";"Brimstone";84;296,5;0,8;175,4;0,33;91;51;30;11;4;"1";"4";"0.120879120879121";"0.32967032967033";"0.0476190476190476";"0.25";"Chamber";86;227;0,66;137,6;0,39;68;56;8;7;13;"0";"6";"0.102941176470588";"0.117647058823529";"0.0697674418604651";"0";"Cypher";117;187,8;0,7;126,4;0,31;78;84;25;10;17;"3";"18";"0.128205128205128";"0.320512820512821";"0.153846153846154";"0.166666666666667";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";60;180,3;0,63;"115.3";0,38;40;42;2;7;9;"0";"5";"0.175";"0.05";"0.0833333333333333";"0";"Kay/O";111;175,3;0,68;123,8;0,3;69;81;45;5;8;"2";"16";"0.072463768115942";"0.652173913043478";"0.144144144144144";"0.125";"Killjoy";291;229,7;0,77;148,3;0,29;245;181;55;24;23;"6";"25";"0.0979591836734694";"0.224489795918367";"0.0859106529209622";"0.24";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";802;226,6;0,76;139,9;0,3;631;550;210;93;76;"10";"91";"0.147385103011094";"0.332805071315372";"0.113466334164589";"0.10989010989011";"Phoenix";340;257,7;0,73;155,7;0,3;302;229;87;51;45;"2";"25";"0.16887417218543";"0.288079470198675";"0.0735294117647059";"0.08";"Raze";21;186;0,62;125,8;0,41;13;19;2;1;8;"0";"1";"0.0769230769230769";"0.153846153846154";"0.0476190476190476";"0";"Reyna";64;319,3;0,77;185,9;0,36;73;44;10;16;7;"2";"5";"0.219178082191781";"0.136986301369863";"0.078125";"0.4";"Sage";21;145;0,71;94,2;0,33;11;12;6;0;3;"0";"1";"0";"0.545454545454545";"0.0476190476190476";"0";"Skye";296;196,1;0,76;123,5;0,32;216;189;73;25;17;"5";"33";"0.115740740740741";"0.337962962962963";"0.111486486486486";"0.151515151515152";"Sova";224;218,7;0;141;0,28;159;139;86;15;9;"5";"30";"0.0943396226415094";"0.540880503144654";"0.133928571428571";"0.166666666666667";"Viper";401;199,1;0,73;130,7;0,31;289;267;100;34;40;"8";"51";"0.117647058823529";"0.346020761245675";"0.127182044887781";"0.156862745098039";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"WRONSKI";"Astra";23;236;0,83;166,2;0,28;19;15;5;1;2;"0";"1";"0.0526315789473684";"0.263157894736842";"0.0434782608695652";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";286;224,4;0,7;148,3;0,3;229;216;47;51;53;"1";"19";"0.222707423580786";"0.205240174672489";"0.0664335664335664";"0.0526315789473684";"Cypher";22;193;0,77;111,1;0,24;15;17;4;3;0;"0";"4";"0.2";"0.266666666666667";"0.181818181818182";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";3860;262,7;0,71;"161";0,27;3536;2934;681;882;657;"40";"249";"0.249434389140271";"0.192590497737557";"0.0645077720207254";"0.160642570281124";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";85;245,8;0,66;154,3;0,3;71;71;20;19;16;"0";"8";"0.267605633802817";"0.28169014084507";"0.0941176470588235";"0";"Raze";155;238,9;0,63;151,2;0,22;130;118;28;20;32;"3";"11";"0.153846153846154";"0.215384615384615";"0.0709677419354839";"0.272727272727273";"Reyna";334;287,4;0,73;174,5;0,25;333;260;92;75;48;"3";"18";"0.225225225225225";"0.276276276276276";"0.0538922155688623";"0.166666666666667";"Sage";66;240,3;0,84;160,2;0,29;58;47;28;5;9;"1";"7";"0.0862068965517241";"0.482758620689655";"0.106060606060606";"0.142857142857143";"Skye";24;258;0,83;154,1;0,27;22;19;5;6;2;"0";"2";"0.272727272727273";"0.227272727272727";"0.0833333333333333";"0";"Sova";26;221;0,58;141,1;0,27;21;17;7;1;5;"0";"5";"0.0476190476190476";"0.333333333333333";"0.192307692307692";"0";"Viper";20;228;0,65;153;0,38;14;17;8;1;1;"0";"4";"0.0714285714285714";"0.571428571428571";"0.2";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"t3xture";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";142;240,6;0,65;149,5;0,29;119;106;17;24;17;"4";"18";"0.201680672268908";"0.142857142857143";"0.126760563380282";"0.222222222222222";"Cypher";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";2461;261,1;0,71;"159.7";0,25;2256;1757;421;432;371;"42";"234";"0.191489361702128";"0.186613475177305";"0.0950832994717594";"0.179487179487179";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";40;169;0,63;115;0,18;23;31;5;5;8;"1";"3";"0.217391304347826";"0.217391304347826";"0.075";"0.333333333333333";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";24;293;0;154,7;0,35;26;13;7;5;0;"0";"3";"0.192307692307692";"0.269230769230769";"0.125";"0";"Raze";360;258;0,74;166,2;0,22;319;254;82;61;50;"7";"37";"0.191222570532915";"0.25705329153605";"0.102777777777778";"0.189189189189189";"Reyna";85;295,5;0,73;168,2;0,27;90;57;24;16;6;"2";"9";"0.177777777777778";"0.266666666666667";"0.105882352941176";"0.222222222222222";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";28;233;0,68;159,2;0,2;20;21;11;1;2;"1";"4";"0.05";"0.55";"0.142857142857143";"0.25";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
